#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_AMBITION;Ambition;Ambition;Ambition;;Ambición;;;;;;;;;x
b_kroran;Krorän;Krorän;Krorän;;Krorän;;;;;;;;;x
b_endere;Endere;Endere;Endere;;Endere;;;;;;;;;x
b_dandan_uilik;Dandan-Uiliq;Dandan-Uiliq;Dandan-Uiliq;;Dandan-Uiliq;;;;;;;;;x
b_korla;Korla;Korla;Korla;;Korla;;;;;;;;;x
b_shanguo;Shanguo;Shanguo;Shanguo;;Shanguo;;;;;;;;;x
b_turfan;Turfan;Turfan;Turfan;;Turfan;;;;;;;;;x
b_tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;;Tashkurgan;;;;;;;;;x
b_yecheng;Yecheng;Yecheng;Yecheng;;Yecheng;;;;;;;;;x
b_mazar;Mazar;Mazar;Mazar;;Mazar;;;;;;;;;x
b_jiaohe;Jiaohe;Jiaohe;Jiaohe;;Jiaohe;;;;;;;;;x
b_guma;Guma;Guma;Guma;;Guma;;;;;;;;;x
b_wensu;Wensu;Wensu;Wensu;;Wensu;;;;;;;;;x
b_xayar;Xayar;Xayar;Xayar;;Xayar;;;;;;;;;x
b_danhuan;Danhuan;Danhuan;Danhuan;;Danhuan;;;;;;;;;x
b_wutanzili;Wutanzili;Wutanzili;Wutanzili;;Wutanzili;;;;;;;;;x
b_huhu;Huhu;Huhu;Huhu;;Huhu;;;;;;;;;x
b_loulan;Loulan;Loulan;Loulan;;Loulan;;;;;;;;;x
b_kargan;Kargan;Kargan;Kargan;;Kargan;;;;;;;;;x
b_ruoqiang;Ruoqiang;Ruoqiang;Ruoqiang;;Ruoqiang;;;;;;;;;x
b_mocheng;Mocheng;Mocheng;Mocheng;;Mocheng;;;;;;;;;x
b_zuomo;Zuomo;Zuomo;Zuomo;;Zuomo;;;;;;;;;x
b_yuling;Yuling;Yuling;Yuling;;Yuling;;;;;;;;;x
b_jingjue;Jingjue;Jingjue;Jingjue;;Jingjue;;;;;;;;;x
b_jiandu;Jiandu;Jiandu;Jiandu;;Jiandu;;;;;;;;;x
b_shangwangguo;Shangwangguo;Shangwangguo;Shangwangguo;;Shangwangguo;;;;;;;;;x
b_xiuxun;Xiuxun;Xiuxun;Xiuxun;;Xiuxun;;;;;;;;;x
b_wulei;Wulei;Wulei;Wulei;;Wulei;;;;;;;;;x
b_bay;Bay;Bay;Bay;;Bay;;;;;;;;;x
b_toqsu;Toqsu;Toqsu;Toqsu;;Toqsu;;;;;;;;;x
b_awat;Awat;Awat;Awat;;Awat;;;;;;;;;x
b_kelpin;Kelpin;Kelpin;Kelpin;;Kelpin;;;;;;;;;x
b_fukang;Fukang;Fukang;Fukang;;Fukang;;;;;;;;;x
b_qiemi;Qiemi;Qiemi;Qiemi;;Qiemi;;;;;;;;;x
b_balikun;Balikun;Balikun;Balikun;;Balikun;;;;;;;;;x
b_qian_pulei;Qian Pulei;Qian Pulei;Qian Pulei;;Qian Pulei;;;;;;;;;x
b_hou_pulei;Hou Pulei;Hou Pulei;Hou Pulei;;Hou Pulei;;;;;;;;;x
b_yulishi;Yulishi;Yulishi;Yulishi;;Yulishi;;;;;;;;;x
b_karghalik;Karghalik;Karghalik;Karghalik;;Karghalik;;;;;;;;;x
b_weixu;Weixu;Weixu;Weixu;;Weixu;;;;;;;;;x
b_weili;Weili;Weili;Weili;;Weili;;;;;;;;;x
b_weitou;Weitou;Weitou;Weitou;;Weitou;;;;;;;;;x
CHRONICLE_ADOPTED_FEUDALISM;[From.GetDynName] adopted a feudal system in [From.GetHerHis] domains, abandoning the old tribal ways.;[GetDynName] a adopté un système féodal dans son domaine, abandonnant les anciennes coutumes tribales.;[From.GetDynName] führte in [From.GetHerHis] Gebieten das Feudalsystem ein und gab die Stammestraditionen auf.;;[From.GetDynName] adoptó un sistema feudal en [From.GetHerHis] dominios, abandonando las viejas costumbres tribales.;;;;;;;;;x
b_poskam;Poskam;Poskam;Poskam;;Poskam;;;;;;;;;x
b_yopurga;Yopurga;Yopurga;Yopurga;;Yopurga;;;;;;;;;x
b_atush;Atush;Atush;Atush;;Atush;;;;;;;;;x
b_akto;Akto;Akto;Akto;;Akto;;;;;;;;;x
b_ulugqat;Ulugqat;Ulugqat;Ulugqat:;Ulugqat;;;;;;;;;x
b_uqturpan;Uqturpan;Uqturpan;Uqturpan;;Uqturpan;;;;;;;;;x
b_aral;Aral;Aral;Aral;;Aral;;;;;;;;;x
b_qira;Qira;Qira;Qira;;Qira;;;;;;;;;x
b_yeyik;Yeyik;Yeyik;Yeyik;;Yeyik;;;;;;;;;x
b_sutang;Sutang;Sutang;Sutang;;Sutang;;;;;;;;;x
b_lop;Lop;Lop;Lop;;Lop;;;;;;;;;x
b_merdek;Merdek;Merdek;Merdek;;Merdek;;;;;;;;;x
b_yuni;Yuni;Yuni;Yuni;;Yuni;;;;;;;;;x
b_tiemenguan;Tiemenguan;Tiemenguan;Tiemenguan;;Tiemenguan;;;;;;;;;x
b_qigexing;Qigexing;Qigexing;Qigexing;;Qigexing;;;;;;;;;x
b_kizil;Kizil;Kizil;Kizil;;Kizil;;;;;;;;;x
b_subashi;Subashi;Subashi;Subashi;;Subashi;;;;;;;;;x
b_kumtura;Kumtura;Kumtura;Kumtura;;Kumtura;;;;;;;;;x
b_bezeklik;Bezeklik;Bezeklik;Bezeklik;;Bezeklik;;;;;;;;;x
b_astana;Astana;Astana;Astana;;Astana;;;;;;;;;x
b_manas;Manas;Manas;Manas;;Manas;;;;;;;;;x
b_changjo;Changjo;Changjo;Changjo;;Changjo;;;;;;;;;x
b_kara_koshun;Kara-Koshun;Kara-Koshun;Kara-Koshun;;Kara-Koshun;;;;;;;;;x
b_lopnor;Lopnor;Lopnor;Lopnor;;Lopnor;;;;;;;;;x
b_shanshan;Shanshan;Shanshan;Shanshan;;Shanshan;;;;;;;;;x
b_kumtag;Kumtag;Kumtag;Kumtag;;Kumtag;;;;;;;;;x
b_yingpan;Yingpan;Yingpan;Yingpan;;Yingpan;;;;;;;;;x
b_yiwu;Yiwu;Yiwu;Yiwu;;Yiwu;;;;;;;;;x
b_dahe;Dahe;Dahe;Dahe;;Dahe;;;;;;;;;x
b_piqan;Piqan;Piqan;Piqan;;Piqan;;;;;;;;;x
b_yanghai;Yanghai;Yanghai;Yanghai;;Yanghai;;;;;;;;;x
b_toyuq;Toyuq;Toyuq;Toyuq;;Toyuq;;;;;;;;;x
b_nanhu_tarim;Nanhu;Nanhu;Nanhu;;Nanhu;;;;;;;;;x
b_fangpan;Fangpan;Fangpan;Fangpan;;Fangpan;;;;;;;;;x
b_mogao;Mogao;Mogao;Mogao;;Mogao;;;;;;;;;x
b_yueyaquan;Yueyaquan;Yueyaquan;Yueyaquan;;Yueyaquan;;;;;;;;;x
b_hongliuwan;Hongliuwan;Hongliuwan;Hongliuwan;;Hongliuwan;;;;;;;;;x
b_xuanquanzhi;Xuanquanzhi;Xuanquanzhi;Xuanquanzhi;;Xuanquanzhi;;;;;;;;;x
b_yumenquan;Yumenquan;Yumenquan;Yumenquan;;Yumenquan;;;;;;;;;x
b_xingcheng;Xingcheng;Xingcheng;Xingcheng;;Xingcheng;;;;;;;;;x
b_yuanquan;Yuanquan;Yuanquan;Yuanquan;;Yuanquan;;;;;;;;;x
b_yulin;Yulin;Yulin;Yulin;;Yulin;;;;;;;;;x
b_suoyang;Suoyang;Suoyang;Suoyang;;Suoyang;;;;;;;;;x
b_mazongshan;Mazongshan;Mazongshan;Mazongshan;;Mazongshan;;;;;;;;;x
b_changji;Changji;Changji;Changji;;Changji;;;;;;;;;x
b_xincheng;Xincheng;Xincheng;Xincheng;;Xincheng;;;;;;;;;x
ANSWER_YES;Yes.;Oui.;Ja.;;Sí.;;;;;;;;;x
ANSWER_NO;No.;Non.;Nein.;;No.;;;;;;;;;x
b_yumen;Yumen;Yumen;Yumen;;Yumen;;;;;;;;;x
CHRONICLE_FOUNDED_MERCHANT_REPUBLIC;[From.GetDynName] founded a merchant republic in [From.GetHerHis] domains, abandoning the old tribal ways.;[From.GetDynName] a fondé une république marchande dans son domaine, abandonnant les anciennes coutumes tribales.;[From.GetDynName] gründete in [From.GetHerHis] Gebieten eine Handelsrepublik und gab die Stammestraditionen auf.;;;;;;;;;;;x
nomadic_emperor_female;Khatun;Khatoun;Khatun;;Khatun;;;;;;;;;x
nomadic_king_female;Khanum;Khanoum;Khanum;;Khanum;;;;;;;;;x
e_chagatai;Chagatai;Chagatai;Chagatai;;Chagatai;;;;;;;;;x
FACTIONS_MENU;§YFactions§!;§YFactions§!;§YFraktionen§!;;§YFacciones§!;;;;;;;;;x
CLANS_MENU;§YClans§!;§YClans§!;§YKlans§!;;§YClanes§!;;;;;;;;x;
THE_REPUBLIC_MENU;§YThe Republic§!;§YLa République§!;§YDie Republik§!;;§YLa República§!;;;;;;;;;x
STAT_WEALTH_MENU;§YWealth§!;§YRichesses§!;§YReichtum§!;;§YRiqueza§!;;;;;;;;;x
STAT_PRESTIGE_MENU;§YPrestige§!;§YPrestige;§!Prestige;;§YPrestigio§!;;;;;;;;;x
STAT_PIETY_MENU;§YPiety§!;§YPiété§!;§YPietät§!;;§YPiedad§!;;;;;;;;;x
STAT_PIETY_MENU_HONOR;§YHonor§!;§YHonneur§!;§YEhre§!;;§YHonor§!;;;;;;;;;x
STAT_PIETY_MENU_KARMA;§YKarma§!;§YKarma§!;§YKarma§!;;§YKarma§!;;;;;;;;;x
STAT_PIETY_MENU_PURITY;§YPurity§!;§YPureté§!;§YReinheit§!;;§YPureza§!;;;;;;;;;x
STAT_DEMESNE_SIZE_MENU;§YDemesne Size§!;§YTaille du domaine§!;§YDomänengröße§!;;§YTamaño de la heredad§!;;;;;;;;;x
STAT_VASSAL_LIMIT_MENU;§YVassal Limit§!;§YNombre maximal de vassaux§!;§YVasallenlimit§!;;§YLímite de Vasallos§!;;;;;;;;;x;;
STAT_REALM_SIZE_MENU;§YRealm Size§!;§YTaille du Royaume§!;§YReichsgröße§!;;§YTamaño del reino§!;;;;;;;;;x
STAT_SCORE_MENU;§YScore§!;§YScore§!;§YPunkte§!;;§YPuntuación§!;;;;;;;;;x
STAT_POPULATION_MENU;§YPopulation§!;§YPopulation§!;§YBevölkerung§!;;§YPoblación§!;;;;;;;;;x;
STAT_MANPOWER_MENU;§YManpower§!;§YMain-d'oeuvre§!;§YMannstärke§!;;§YMano de obra§!;;;;;;;;;x;
TECHNOLOGY;Technology;Technologie;Technologie;Technologia;Tecnología;Tecnologia;Technológia;Technologie;;;;;;x
LAW;Laws;Lois;Gesetze;;Leyes;;;;;;;;;x
MILITARY;Military;Ost;Militär;;Fuerzas armadas;Militare;;;;;;;;x
INTRIGUE;Intrigue;Intrigue;Intrige;;Intriga;;;;;;;;;x
DEMESNE_INTERFACE_LABEL;§YDemesne§!;§YDomaine§!;§YDomäne§!;;§YHeredad§!;;;;;;;;;x
TRADE_INTERFACE_LABEL;§YTrade§!;§YCommerce§!;§YHandel§!;;§YComerciar§!;;;;;;;;;x
FORTS_INTERFACE_LABEL;§YForts§!;§YForts§!;§YForte§!;;§YFortalezas§!;;;;;;;;;x
SIEGES_INTERFACE_LABEL;§YSieges§!;§YSièges§!;§YBelagerungen§!;§YOblenia§!;§YAsedios§!;§YAssedi§!;§YOstromok§!;§YObležení§!;;;;;;x
ENEMY_SIEGES_INTERFACE_LABEL;§YHostile Sieges§!;§YSièges hostiles§!;§YFeindliche Belagerungen§!;;§YAsedios hostiles§!;§YAssedi del nemico§!;;;;;;;;x
COMBATS_INTERFACE_LABEL;§YLand Combat§!;§YCombats§!;§YGefechte§!;§YWalki§!;§YCombates§!;§YCombattimento terrestre§!;§YCsaták§!;§YPozemní boj§!;;;;;;x
ARMIES_INTERFACE_LABEL;§YArmies§!;§YOst§!;§YArmeen§!;;§YEjércitos§!;§YEserciti§!;;;;;;;;x
NAVIES_INTERFACE_LABEL;§YNavies§!;§YFlottes§!;§YFlotten§!;;§YArmada§!;§YFlotte§!;;;;;;;;x
MESSAGERULES_INTERFACE_LABEL;§YMessage Rules§!;§YRègles des messages§!;§YNachrichtenregeln§!;;§YReglas de mensaje§!;;;;;;;;;x
SPECIAL_INTEREST_CHARACTERS_INTERFACE_LABEL;§YCharacters of Special Interest§!;§YPersonnages importants§!;§YCharaktere von besonderem Interesse§!;;§YPersonajes especialmente interesantes§!;;;;;;;;;x
OL_COURT_INTERFACE_LABEL;§YCourt§!;§YCour§!;§YHof§!;;§YCorte§!;;;;;;;;;x
OL_MP_PLAYERLIST_INTERFACE_LABEL;§YPlayers in Multiplayer§!;§YJoueurs en mode Multijoueur§!;§YSpieler im Multiplayermodus§!;;§YJugadores en multijugador§!;;;;;;;;;x
OL_DISABLED_ALERTS_INTERFACE_LABEL;§YDisabled Alerts§!;§YAlertes désactivés§!;§YDeaktivierte Alarme§!;;§YAvisos desactivados§!;;;;;;;;;x
MESSWINDOW_HIGHPRIO_INTERFACE_LABEL;§YHigh Priority Messages§!;§YMessages de haute priorité§!;§YNachrichten mit hoher Priorität§!;;§YMensajes de alta prioridad§!;;;;;;;;;x
MESSWINDOW_LOWPRIO_INTERFACE_LABEL;§YLow Priority Messages§!;§YMessages de basse priorité§!;§YNachrichten mit niedriger Priorität§!;;§YMensajes de baja prioridad§!;;;;;;;;;x
FC_FIND_CHARACTERS_INTERFACE_LABEL;§YFind Characters§!;§YTrouver des personnages§!;§YFindet Character§!;;§YEncontrar personajes§!;;;;;;;;;x
MAIN_MENU_INTERFACE_LABEL;§YMain Menu§!;§YMenu principal§!;§YHauptmenü§!;;§YMenú principal§!;§YMenu principale§!;;;;;;;;x
ZOOM_IN_INTERFACE_LABEL;§YZoom in§!;§YEffectuer un zoom avant§!;§YVergrößern§!;§YPowiêksz§!;§YAcerca el zum§!;§YIngrandire§!;§YKözelítés§!;§YZaostøit nablízko§!;;;;;;x
ZOOM_OUT_INTERFACE_LABEL;§YZoom out§!;§YEffectuer un zoom arrière§!;§YVerkleinern§!;§YPomniejsz§!;§YAleja el zum§!;§YRidurre§!;§YTávolítás§!;§YZaostøit na dálku§!;;;;;;x
HOME_INTERFACE_LABEL;§YGo to Home Province§!;§YRetour à la Province d’Origine§!;§YZur Heimatprovinz Gehen§!;;§YIr a la Provincia de Origen§!;§YAndare alla Capitale§!;;;;;;;;x
LEDGER_MENU_INTERFACE_LABEL;§YLedger§!;§YGrand livre§!;§YArchiv§!;;§YLibro de contabilidad§!;§YRegistro§!;;;;;;;;x
LOGGER_MENU_INTERFACE_LABEL;§YMessage Log§!;§YJournal des messages§!;§YNachrichten-Log§!;;§YRegistro de mensajes§!;;;;;;;;;x
FIND_PROVINCE_INTERFACE_LABEL;§YFind Title or Region§!;§YTrouver un titre ou une région§!;§YTitel oder Region suchen§!;;§YEncuentra título o región§!;;;;;;;;;x
OPEN_CHRONICLE_INTERFACE_LABEL;§YOpen Chronicle§!;§YOuvrir la chronique§!;§YOffene Chronik§!;;§YAbrir Crónica§!;;;;;;;;x
DYNASTYTREE_INTERFACE_LABEL;§YDynasty Tree§!;§YArbre Dynastique§!;§YDynastiebaum§!;;§YÁrbol dinástico§!;;;;;;;;;x
FAMILYTREE_INTERFACE_LABEL;§YFamily Tree§!;§YArbre Familial§!;§YFamilienbaum§!;;§YÁrbol genealógico§!;;;;;;;;;x
REALM_TREE_INTERFACE_LABEL;§YRealm Tree§!;§YArbre du Royaume§!;§YBereichsbaum§!;;§YÁrbol del Reino§!;;;;;;;;;x
b_qinggil;Qinggil;Qinggil;Qinggil;;Qinggil;;;;;;;;;x
b_koktokay;Koktokay;Koktokay;Koktokay;;Koktokay;;;;;;;;;x
b_burqin;Burqin;Burqin;Burqin;;Burqin;;;;;;;;;x
b_burultokay;Burultokay;Burultokay;Burultokay;;Burultokay;;;;;;;;;x
b_kokagax;Kokagax;Kokagax;Kokagax;;Kokagax;;;;;;;;;x
b_jeminay;Jeminay;Jeminay;Jeminay;;Jeminay;;;;;;;;;x
b_beshbalik;Beshbalik;Beshbalik;Beshbalik;;Beshbalik;;;;;;;;;x
b_gucheng;Gucheng;Gucheng;Gucheng;;Gucheng;;;;;;;;;x
b_mori;Mori;Mori;Mori;;Mori;;;;;;;;;x
b_jiangjunmiao;Jiangjunmiao;Jiangjunmiao;Jiangjunmiao;;Jiangjunmiao;;;;;;;;;x
b_zyryan;Zyryan;Zyryan;Zyryan;;Zyryan;;;;;;;;;x
b_oskemen;Öskemen;Öskemen;Öskemen;;Öskemen;;;;;;;;;x
b_urunkhayka;Urunkhayka;Urunkhayka;Urunkhayka;;Urunkhayka;;;;;;;;;x
b_kurchum;Kurchum;Kurchum;Kurchum;;Kurchum;;;;;;;;;x
b_uryl;Uryl;Uryl;Uryl;;Uryl;;;;;;;;;x
b_turan;Turan;Turan;Turan;;Turan;;;;;;;;;x
b_chadaana;Chadaana;Chadaana;Chadaana;;Chadaana;;;;;;;;;x
b_ulala;Ulala;Ulala;Ulala;;Ulala;;;;;;;;;x
b_ulagan;Ulagan;Ulagan;Ulagan;;Ulagan;;;;;;;;;x
b_sayan;Sayan;Sayan;Sayan;;Sayan;;;;;;;;;x
b_khori_tumed;Khori-Tümed;Khori-Tümed;Khori-Tümed;;Khori-Tümed;;;;;;;;;x
b_kyren;Kyren;Kyren;Kyren;;Kyren;;;;;;;;;x
b_kutulik;Kutulik;Kutulik;Kutulik;;Kutulik;;;;;;;;;x
b_zima;Zima;Zima;Zima;;Zima;;;;;;;;;x
b_tulun;Tulun;Tulun;Tulun;;Tulun;;;;;;;;;x
b_korya;Korya;Korya;Korya;;Korya;;;;;;;;;x
b_semey;Semey;Semey;Semey;;Semey;;;;;;;;;x
b_aqsw;Aqsw;Aqsw;Aqsw;;Aqsw;;;;;;;;;x
b_ekibastuz;Ekibastuz;Ekibastuz;Ekibastuz;;Ekibastuz;;;;;;;;;x
b_ertis;Ertis;Ertis;Ertis;;Ertis;;;;;;;;;x
b_koktobe;Koktobe;Koktobe;Koktobe;;Koktobe;;;;;;;;;x
b_abaza;Abaza;Abaza;Abaza;;Abaza;;;;;;;;;x
b_tashtyp;Tashtyp;Tashtyp;Tashtyp;;Tashtyp;;;;;;;;;x
b_terkhiin_tsagaan;Terkhiin Tsagaan;Terkhiin Tsagaan;Terkhiin Tsagaan;;Terkhiin Tsagaan;;;;;;;;;x
b_ogii;Ögii;Ögii;Ögii;;Ögii;;;;;;;;;x
b_tsetserleg;Tsetserleg;Tsetserleg;Tsetserleg;;Tsetserleg;;;;;;;;;x
b_uliastai;Uliastai;Uliastai;Uliastai;;Uliastai;;;;;;;;;x
b_orgil;Orgil;Orgil;Orgil;;Orgil;;;;;;;;;x
b_erdenet;Erdenet;Erdenet;Erdenet;;Erdenet;;;;;;;;;x
b_luut;Luut;Luut;Luut;;Luut;;;;;;;;;x
b_noin_ula;Noin Ula;Noin Ula;Noin Ula;;Noin Ula;;;;;;;;;x
b_zuunmod;Zuunmod;Zuunmod;Zuunmod;;Zuunmod;;;;;;;;;x
b_khamag;Khamag;Khamag;Khamag;;Khamag;;;;;;;;;x
b_lun;Lün;Lün;Lün;;Lün;;;;;;;;;x
b_bayan;Bayan;Bayan;Bayan;;Bayan;;;;;;;;;x
b_darkhan;Darkhan;Darkhan;Darkhan;;Darkhan;;;;;;;;;x
b_bargujin;Bargujin;Bargujin;Bargujin;;Bargujin;;;;;;;;;x
b_merkit;Merkit;Merkit;Merkit;;Merkit;;;;;;;;;x
b_kyakhta;Kyakhta;Kyakhta;Kyakhta;;Kyakhta;;;;;;;;;x
b_uda;Uda;Uda;Uda;;Uda;;;;;;;;;x
b_galuuta;Galuuta;Galuuta;Galuuta;;Galuuta;;;;;;;;;x
b_barkul;Barkul;Barkul;Barkul;;Barkul;;;;;;;;;x
b_khoid;Khoid;Khoid;Khoid;;Khoid;;;;;;;;;x
b_erdene;Erdene;Erdene;Erdene;;Erdene;;;;;;;;;x
b_gurvantes;Gurvantes;Gurvantes;Gurvantes;;Gurvantes;;;;;;;;;x
b_khereid;Khereid;Khereid;Khereid;;Khereid;;;;;;;;;x
b_zubu;Zübü;Zübü;Zübü;;Zübü;;;;;;;;;x
b_nuuruudyn_hondij;Nuuruudyn Hondij;Nuuruudyn Hondij;Nuuruudyn Hondij;;Nuuruudyn Hondij;;;;;;;;;x
b_arguut;Arguut;Arguut;Arguut;;Arguut;;;;;;;;;x
b_khuld;Khuld;Khuld;Khuld;;Khuld;;;;;;;;;x
b_naiman;Naiman;Naiman;Naiman;;Naiman;;;;;;;;;x
b_khovd;Khovd;Khovd;Khovd;;Khovd;;;;;;;;;x
b_khar;Khar;Khar;Khar;;Khar;;;;;;;;;x
b_mankhan;Mankhan;Mankhan;Mankhan;;Mankhan;;;;;;;;;x
b_darvi;Darvi;Darvi;Darvi;;Darvi;;;;;;;;;x
b_khaliun;Khaliun;Khaliun;Khaliun;;Khaliun;;;;;;;;;x
HAS_LESS_SETTLEMENTS;Less than §Y$VAL$§! holdings.;Moins de §Y$VAL$§! fiefs.;Weniger als §Y$VAL$§! Gebäude.;;Menos de §Y$VAL$§! posesiones.;;;;;;;;;x
HAS_LEAST_SETTLEMENTS;At least §Y$VAL$§! holdings.;Au moins §Y$VAL$§! fiefs.;Mindestens §Y$VAL$§! Gebäude.;;§Y$VAL$§! posesiones como máximo.;;;;;;;;;x
CAPTAIN_female; ;;;;;;;;;;;;;x
messalian_FEATURES;§Y*§! Women may hold all councillor positions\n§Y*§! Women may lead armies;§Y*§! Les femmes peuvent occuper tous les postes du conseil\n§Y*§! Les femmes peuvent mener des armées au combat;§Y*§! Frauen können alle Ratspositionen bekleiden\n§Y*§! Frauen können Armeen befehligen;;§Y*§! Las mujeres pueden ocupar todos los puestos de consejero\n§Y*§!Las mujeres pueden dirigir ejércitos;;;;;;;;;x
CONFIRM_BUILD_EXTRA_PRESTIGE_HOLDING_DESC;Are you sure you want to build a $TYPE$?\nIt will cost you §Y$COST$§! and will be finished on §Y$FINISHED$§!;Voulez-vous vraiment construire votre $TYPE$?\nVous devrez payer §Y$COST$§! et la construction s'achèvera le §Y$FINISHED$§!;$TYPE$ wirklich bauen?\nDies kostet §Y$COST$§!, Fertigstellung am §Y$FINISHED$§!.;;¿Estás seguro/a de que desea construir un/a $TYPE$?\n Te costará §Y$COST$§!§y estará terminado en §Y$FINISHED$§!;;;;;;;;;x;
